name,beer,bar
Harriett Moran,Samuel Adams Scotch Ale,Paper City Brewing Company
Eugenia McCormick,Hercules Stong Ale,Mercury Brewing Company
Gene Webster,Samuel Adams Hallertau Imperial Pilsner,Watch City Brewing
Peter Hicks,Samuel Adams Pale Ale,Brewery at Martha's Vineyard
Douglas Ross,Heather Ale,Watch City Brewing
Willie Lee,Samuel Adams Brown Ale,Wachusetts Brewing Company
Grace Garrett,Puffers Smoked Porter,Harpoon Brewery - Boston
Norman Schneider,Ipswich Porter,Harpoon Brewery - Boston
Bryan Bryant,Famous Porter,Cambridge Brewing
May Gregory,Lewmeister Oktoberfest,Cape Ann Brewing
Christina Banks,Wilmington Roggen Beer,Watch City Brewing
Luke Love,Longshot Black Lager,Cambridge Brewing
Lewis Nguyen,Edison Light Beer,Element Brewing Company
Rebecca Webb,Half in the Bagpipe,Brewery at Martha's Vineyard
Michael Myers,Harpoon Winter Warmer,Mercury Brewing Company
Marie Hunt,Edison Light Beer,New Century Brewing Company
Lou Neal,Samuel Adams Triplebock 1994,Harpoon Brewery - Boston
Floyd Owens,Amber Ale,Element Brewing Company
Genevieve Dennis,Samuel Adams Triplebock 1995,Boston Beer Company
Tyler Wise,Samuel Adams Winter Lager,Element Brewing Company
Mamie Singleton,Amber Ale,Paper City Brewing Company
Douglas Daniel,Olde #8 Anniversary Ale,Boston Beer Company
Hilda Norman,Heather Ale,Buzzards Bay Brewing Inc.
Lilly Obrien,Samuel Adams Black Lager,Harpoon Brewery - Boston
Chris Hammond,Tall Tale Pale Ale,Commonwealth Brewing #1
Juan Wilkerson,Samuel Adams Imperial Stout,Harpoon Brewery - Boston
Ronald Pratt,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),Boston Beer Works
Rachel Nelson,Samuel Adams Winter Lager,Paper City Brewing Company
Rose James,Classic Stout,Harpoon Brewery - Boston
Maria Green,Samuel Adams Triplebock 1994,John Harvard's Brew House - Framingham
Olive Barton,Sam Adams Light,John Harvard's Brew House - Framingham
Jon Cruz,Holyoke Dam Ale,Mercury Brewing Company
Ian Wilkins,Samuel Adams Cream Stout,Cape Ann Brewing
Brian Palmer,Samuel Adams OctoberFest,Element Brewing Company
Gene Baldwin,Samuel Adams OctoberFest,Cambridge Brewing
Sean Bishop,Hard Core Crisp Apple Cider,Element Brewing Company
Bessie Sherman,Samuel Adams Irish Red,John Harvard's Brew House - Framingham
Cornelia Stevenson,Heather Ale,John Harvard's Brew House - Harvard Square
Cole Carr,Samuel Adams Utopias MMIV,Commonwealth Brewing #1
Nannie Potter,Holyoke Dam Ale,Cambridge Brewing
Jeffrey Norman,Samuel Adams Brown Ale,John Harvard's Brew House - Harvard Square
Marguerite Collins,Golden Ale,Mercury Brewing Company
Lola Gutierrez,Two Sisters Imperial Stout,Harpoon Brewery - Boston
Cecilia Murphy,Ipswich Dark Ale,New Century Brewing Company
Steven Ramirez,Bankers Gold,Brewery at Martha's Vineyard
Cordelia Ramirez,Amber Ale,New Century Brewing Company
Helen Dawson,Cambridge Amber,Paper City Brewing Company
Stanley Burke,Harpoon Winter Warmer,New Century Brewing Company
Cory Nelson,Longshot Hazelnut Brown,Paper City Brewing Company
Stella Patterson,Raspberry Brown Ale,John Harvard's Brew House - Harvard Square
Robert McCoy,Righteous Red,Element Brewing Company
Violet Erickson,Samuel Adams Honey Porter,Commonwealth Brewing #1
Hallie Garrett,Harpoon Munich Dark,New Century Brewing Company
Mason Daniel,Amber Ale,John Harvard's Brew House - Framingham
Martha Walsh,Ipswich Oatmeal Stout,Brewery at Martha's Vineyard
Eugenia Sherman,Classic Stout,Boston Beer Works
Carolyn McLaughlin,Ipswich Summer,Cambridge Brewing
Marian Wade,Wheaten Ale,Brewery at Martha's Vineyard
Fannie Bryant,Heather Ale,Boston Beer Company
Jack Lyons,Samuel Adams Utopias MMIV,Brewery at Martha's Vineyard
Brett Gonzalez,Hops Explosion IPA,New Century Brewing Company
Douglas Gonzalez,Samuel Adams Cream Stout,John Harvard's Brew House - Harvard Square
Rachel Ray,Harpoon Leviathan,Brewery at Martha's Vineyard
Violet Gill,Hops Explosion IPA,Watch City Brewing
Emily Delgado,Samuel Adams Utopias MMIV,Harpoon Brewery - Boston
Dorothy Vega,Samuel Adams Boston Lager,Mercury Brewing Company
Dora Hunter,Honey Pilsner,Wachusetts Brewing Company
Jean Owens,Buckeye Oatmeal Stout,Buzzards Bay Brewing Inc.
Sophie Burke,Two Sisters Imperial Stout,Paper City Brewing Company
Joel Kelly,Boston Red,New Century Brewing Company
Dale Bush,Samuel Adams Winter Lager,John Harvard's Brew House - Framingham
Luella Alvarado,Extra Stout,Buzzards Bay Brewing Inc.
Amanda Hall,Longshot Black Lager,New Century Brewing Company
Vera Graves,Harpoon Munich Dark,New Century Brewing Company
Minerva Huff,Honey Pilsner,Element Brewing Company
Bettie Castillo,Olde #8 Anniversary Ale,Cape Ann Brewing
Milton Shelton,Ipswich Winter,Cambridge Brewing
Jeffery Hawkins,Dark Element,Boston Beer Company
Ricky Dawson,Workingman's Wheat,Brewery at Martha's Vineyard
Daisy Townsend,Hops Explosion IPA,Wachusetts Brewing Company
Carl Haynes,Classic Stout,Wachusetts Brewing Company
Rosalie Wong,UFO Raspberry Hefeweizen,Wachusetts Brewing Company
Ernest Warren,Puffers Smoked Porter,Cambridge Brewing
Lilly Stanley,Samuel Adams Double Bock,John Harvard's Brew House - Framingham
Vernon Morales,Ipswich Nut Brown,Brewery at Martha's Vineyard
Esther Lane,Samuel Adams Black Lager,Cape Ann Brewing
Katherine Burke,Extra Stout,Wachusetts Brewing Company
Marvin Yates,Samuel Adams Irish Red,Brewery at Martha's Vineyard
Mathilda Medina,Samuel Adams Black Lager,Cape Ann Brewing
Joshua Wallace,Famous Porter,Buzzards Bay Brewing Inc.
Adelaide Fields,Samuel Adams Golden Pilsner,Buzzards Bay Brewing Inc.
Matthew Colon,Samuel Adams Black Lager,Mercury Brewing Company
Estelle Goodman,Ipswich Harvest,Paper City Brewing Company
Scott Harrison,Puffers Smoked Porter,Buzzards Bay Brewing Inc.
Austin Rhodes,Amber Ale,New Century Brewing Company
Belle Hopkins,Kenmore K̦lsch,Boston Beer Works
Isabella Mullins,Puffers Smoked Porter,John Harvard's Brew House - Harvard Square
Raymond Leonard,Ipswich Dark Ale,Mercury Brewing Company
Gary Warner,Samuel Adams Hefeweizen,Mercury Brewing Company
Trevor Ball,Longshot American Pale Ale,John Harvard's Brew House - Framingham
Jared Soto,Samuel Adams Hefeweizen,John Harvard's Brew House - Framingham
Mitchell Rios,Olde #8 Anniversary Ale,Buzzards Bay Brewing Inc.
Nancy Bowers,Samuel Adams Old Fezziwig Ale,Mercury Brewing Company
Lora Nelson,Ipswich Harvest,Cambridge Brewing
Nora Clayton,Samuel Adams Noble Pils,New Century Brewing Company
Clayton Estrada,1084 Barleywine,Boston Beer Works
Ryan Price,Samuel Adams Honey Porter,Wachusetts Brewing Company
Kate Mills,Harpoon Winter Warmer,Cape Ann Brewing
Myrtle Nunez,Ipswich Nut Brown,Boston Beer Works
Jason Simmons,Samuel Adams Blackberry Witbier,Cambridge Brewing
Eric Larson,Special Old Ale,Watch City Brewing
Caroline Chandler,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),John Harvard's Brew House - Harvard Square
Winnie Moore,Samuel Adams Old Fezziwig Ale,Mercury Brewing Company
Jason Reyes,Wheaten Ale,Element Brewing Company
Birdie Ballard,Boltwood Bock,Commonwealth Brewing #1
Thomas Carpenter,Samuel Adams Coastal Wheat,John Harvard's Brew House - Framingham
Elijah Oliver,Samuel Adams Holiday Porter,Harpoon Brewery - Boston
Leo Kennedy,Harpoon UFO Hefeweizen,New Century Brewing Company
Linnie Caldwell,Buckeye Oatmeal Stout,Cambridge Brewing
Juan Morales,Two Sisters Imperial Stout,Boston Beer Company
Alberta Greer,Ipswich Summer,Wachusetts Brewing Company
Pearl Gomez,Ipswich Winter,Mercury Brewing Company
Harold Osborne,Fenway American Pale Ale,New Century Brewing Company
Lucas Craig,Samuel Adams Winter Lager,New Century Brewing Company
Susie Gardner,Amber Ale,New Century Brewing Company
Eugenia Curtis,Samuel Adams Holiday Porter,Boston Beer Works
Lelia McCarthy,Fenway American Pale Ale,Cape Ann Brewing
Agnes Page,Samuel Adams Boston Lager,Paper City Brewing Company
Tyler Rowe,Ipswich Porter,Paper City Brewing Company
Terry Mack,Bankers Gold,John Harvard's Brew House - Harvard Square
Amelia Christensen,Honey Pilsner,John Harvard's Brew House - Framingham
Ethan Figueroa,Samuel Adams Utopias MMIV,Element Brewing Company
Virginia Carr,Samuel Adams Utopias MMIV,Wachusetts Brewing Company
Laura Doyle,Honey Pilsner,Commonwealth Brewing #1
Inez Castillo,Sam Adams Light,John Harvard's Brew House - Framingham
Adelaide Obrien,Samuel Adams Summer Ale,Element Brewing Company
Nora Perkins,Holyoke Dam Ale,Element Brewing Company
Jeff Wade,Samuel Adams Utopias MMIV,Boston Beer Works
Kenneth Colon,Sam Adams Light,Cape Ann Brewing
Lee McDaniel,Samuel Adams Holiday Porter,New Century Brewing Company
Ella Guzman,Golden Ale,Mercury Brewing Company
Etta Haynes,Wachusetts IPA,Boston Beer Company
Charlie Bowman,Samuel Adams Hallertau Imperial Pilsner,Boston Beer Company
Sally Curtis,Special Old Ale,New Century Brewing Company
Ollie Bowman,Boltwood Bock,Element Brewing Company
Maurice Soto,Samuel Adams Holiday Porter,Mercury Brewing Company
Brandon Wallace,Samuel Adams Brown Ale,Wachusetts Brewing Company
Kevin Santos,Amber Ale,Watch City Brewing
Stephen Vargas,Harpoon Celtic Ale,Brewery at Martha's Vineyard
Harry Frazier,Golden Ale,Boston Beer Works
Mario Miller,Harpoon Celtic Ale,Boston Beer Company
Nannie Reeves,Samuel Adams Triplebock 1995,Cambridge Brewing
Tommy Porter,Honey Pilsner,New Century Brewing Company
Virgie Cummings,Ipswich Porter,Wachusetts Brewing Company
Edward Fuller,Samuel Adams Boston Lager,New Century Brewing Company
Myra Peterson,Samuel Adams Hallertau Imperial Pilsner,Mercury Brewing Company
Willie Higgins,Massatucky Brown,Boston Beer Company
Patrick Nguyen,Patriots Pilsner,Cambridge Brewing
Lucile Harmon,Samuel Adams Coastal Wheat,Wachusetts Brewing Company
Gabriel Burns,Harpoon Munich Dark,Buzzards Bay Brewing Inc.
Rebecca Cummings,Fenway American Pale Ale,Watch City Brewing
Joe Bowen,Samuel Adams Honey Porter,John Harvard's Brew House - Harvard Square
Frances Perez,Samuel Adams Cranberry Lambic,John Harvard's Brew House - Harvard Square
Joe Jenkins,Framingham Maibock,Commonwealth Brewing #1
Harry Stephens,Harpoon Munich Dark,Boston Beer Company
Eliza Harrison,Lewmeister Oktoberfest,Watch City Brewing
James Wilson,Ipswich Oatmeal Stout,Harpoon Brewery - Boston
Maude Atkins,Samuel Adams White Ale,John Harvard's Brew House - Harvard Square
Carrie Young,Samuel Adams Summer Ale,Cambridge Brewing
Earl Cain,Ipswich Summer,Boston Beer Company
Lily Washington,Ipswich Winter,Watch City Brewing
Timothy Jackson,Puffers Smoked Porter,Paper City Brewing Company
Albert Ford,Ipswich Original Ale,John Harvard's Brew House - Harvard Square
Blake Miller,Dark Element,Buzzards Bay Brewing Inc.
Travis Sherman,IPA,Watch City Brewing
Linnie Stokes,Two Sisters Imperial Stout,Boston Beer Company
Larry Grant,Olde #8 Anniversary Ale,Brewery at Martha's Vineyard
Lester Steele,Samuel Adams Winter Lager,John Harvard's Brew House - Framingham
Max Nunez,Boltwood Bock,Paper City Brewing Company
Celia Underwood,Holyoke Dam Ale,Cape Ann Brewing
Albert Powell,Patriots Pilsner,New Century Brewing Company
Jim Gray,Puffers Smoked Porter,Cambridge Brewing
Ray George,Special Old Ale,Element Brewing Company
Effie Owen,Lewmeister Oktoberfest,John Harvard's Brew House - Framingham
Lura Poole,Dark Element,Harpoon Brewery - Boston
Augusta Pope,Samuel Adams Utopias MMIV,John Harvard's Brew House - Harvard Square
Victoria Lowe,Harpoon Celtic Ale,Commonwealth Brewing #1
Emily Hayes,Samuel Adams Cherry Wheat,Brewery at Martha's Vineyard
Ray Malone,Samuel Adams Imperial White,Cape Ann Brewing
Antonio Shelton,Boltwood Bock,Harpoon Brewery - Boston
Daisy Evans,Cambridge Amber,Boston Beer Company
Joel Warren,Green Monsta Ale,New Century Brewing Company
Helen Lawson,Samuel Adams Chocolate Bock,Paper City Brewing Company
Isabella Clarke,Samuel Adams Boston Lager,Buzzards Bay Brewing Inc.
Ian Dixon,Samuel Adams Cranberry Lambic,Brewery at Martha's Vineyard
Lora Fowler,Samuel Adams Holiday Porter,Wachusetts Brewing Company
Willie Gutierrez,Ipswich Winter,Wachusetts Brewing Company
Olivia Montgomery,Samuel Adams Cranberry Lambic,John Harvard's Brew House - Harvard Square
Floyd Harmon,Wilmington Roggen Beer,New Century Brewing Company
Wayne Craig,Wachusetts IPA,Watch City Brewing
Ralph Rodriquez,Half in the Bagpipe,John Harvard's Brew House - Harvard Square
Troy Estrada,Samuel Adams Utopias MMIV,Element Brewing Company
Sarah Fuller,Boston Red,John Harvard's Brew House - Framingham
Keith Weber,Samuel Adams Irish Red,New Century Brewing Company
Charlotte Bailey,Samuel Adams Old Fezziwig Ale,Watch City Brewing
Ellen Zimmerman,Ipswich Nut Brown,John Harvard's Brew House - Framingham
Agnes Cross,Half in the Bagpipe,Wachusetts Brewing Company
Clarence Stokes,Samuel Adams Winter Lager,Boston Beer Company
Patrick Blair,Ipswich Summer,Wachusetts Brewing Company
Ian Williams,Righteous Red,Mercury Brewing Company
Clara Chapman,Harpoon Munich Dark,Watch City Brewing
Max Hines,Samuel Adams Irish Red,Mercury Brewing Company
Jeffrey Rios,Olde Buzzard Lager,Mercury Brewing Company
Ronald Harvey,Wachusetts IPA,Boston Beer Works
Ella Delgado,Samuel Adams Summer Ale,Mercury Brewing Company
Francisco Hunt,Samuel Adams Honey Porter,Cape Ann Brewing
Elva Houston,Wheaten Ale,Paper City Brewing Company
Effie Bradley,Special Old Ale,New Century Brewing Company
Roxie McKenzie,Golden Ale,New Century Brewing Company
Roy Chapman,Ipswich Winter,John Harvard's Brew House - Framingham
Brandon Kennedy,Cambridge Amber,Element Brewing Company
Oscar Romero,Samuel Adams Hefeweizen,Harpoon Brewery - Boston
Marvin Shaw,Samuel Adams Black Lager,Element Brewing Company
Nicholas Chambers,Harpoon UFO Hefeweizen,Buzzards Bay Brewing Inc.
Laura Hudson,Samuel Adams Scotch Ale,Element Brewing Company
Mina Higgins,Samuel Adams Cherry Wheat,Harpoon Brewery - Boston
Sue Hale,Samuel Adams Pale Ale,Wachusetts Brewing Company
Miguel Potter,Samuel Adams Imperial White,Boston Beer Company
Edna Ellis,Harpoon Leviathan,Harpoon Brewery - Boston
Christopher Parks,Samuel Adams Cranberry Lambic,Wachusetts Brewing Company
Logan Henry,Samuel Adams Golden Pilsner,Mercury Brewing Company
Sean Warner,Green Monsta Ale,Paper City Brewing Company
Marguerite Yates,Samuel Adams Old Fezziwig Ale,Element Brewing Company
Lucinda Lamb,Heather Ale,Element Brewing Company
Martin Norman,Wilmington Roggen Beer,Mercury Brewing Company
Eva Wilkerson,Samuel Adams Honey Porter,Boston Beer Works
Craig Curry,Cambridge Amber,Cambridge Brewing
Sallie Smith,Samuel Adams Winter Lager,Commonwealth Brewing #1
Gene Briggs,Cascade IPA,Cambridge Brewing
Isaiah Klein,Patriots Pilsner,Buzzards Bay Brewing Inc.
David Simmons,Golden Ale,Boston Beer Works
Ronnie Bishop,Wilmington Roggen Beer,Brewery at Martha's Vineyard
Lou Wilkins,Samuel Adams Coastal Wheat,John Harvard's Brew House - Framingham
Cole Reid,Ipswich Winter,Wachusetts Brewing Company
Nathaniel Wolfe,Longshot Black Lager,Boston Beer Company
Lois Newton,Puffers Smoked Porter,Element Brewing Company
Marian Hale,Samuel Adams Triplebock 1995,Harpoon Brewery - Boston
Nathan Benson,Samuel Adams Triplebock 1995,Mercury Brewing Company
Jeff Patton,Hard Core Crisp Apple Cider,Cape Ann Brewing
Cameron Shelton,Samuel Adams Boston Ale,Element Brewing Company
Leo Stone,Amber Ale,Boston Beer Works
Roy Sanchez,Samuel Adams Honey Porter,Harpoon Brewery - Boston
Dora Gross,Green Monsta Ale,Commonwealth Brewing #1
Margaret Norton,Samuel Adams Boston Lager,New Century Brewing Company
Carolyn Luna,Ipswich IPA,Cape Ann Brewing
Alejandro Cox,Half in the Bagpipe,John Harvard's Brew House - Harvard Square
Jackson Graves,Bankers Gold,Brewery at Martha's Vineyard
Harriett Jones,Dark Element,Boston Beer Works
Franklin Taylor,Ipswich Original Ale,Brewery at Martha's Vineyard
Dora Garner,Olde #8 Anniversary Ale,Cape Ann Brewing
Philip Becker,Honey Pilsner,Boston Beer Company
Jean Malone,Samuel Adams Old Fezziwig Ale,New Century Brewing Company
Don Vega,Samuel Adams Coastal Wheat,New Century Brewing Company
Glen Hansen,Green Monsta Ale,Boston Beer Company
Luis Pearson,Puffers Smoked Porter,Harpoon Brewery - Boston
Benjamin Waters,Samuel Adams Hallertau Imperial Pilsner,Paper City Brewing Company
Ronnie Boyd,Half in the Bagpipe,New Century Brewing Company
Trevor Pena,Samuel Adams Pale Ale,John Harvard's Brew House - Harvard Square
Tyler Obrien,Samuel Adams Golden Pilsner,Harpoon Brewery - Boston
Hattie Rose,Massatucky Brown,Harpoon Brewery - Boston
Adele Martinez,Hercules Stong Ale,Paper City Brewing Company
Abbie McGuire,Ipswich Winter,Buzzards Bay Brewing Inc.
Blanche Miller,Samuel Adams Utopias MMIV,Mercury Brewing Company
Tommy Richards,Hops Explosion IPA,John Harvard's Brew House - Framingham
Jeffery Cunningham,Samuel Adams Holiday Porter,Boston Beer Company
Wayne Brewer,Samuel Adams Pale Ale,Element Brewing Company
Lottie Paul,Massatucky Brown,Boston Beer Company
Tom Rhodes,Harpoon Leviathan,Watch City Brewing
Adele Rodriquez,Samuel Adams White Ale,Element Brewing Company
Hannah Robertson,Samuel Adams Golden Pilsner,Mercury Brewing Company
Thomas Walters,Harpoon Munich Dark,Commonwealth Brewing #1
Lula Richards,Samuel Adams Golden Pilsner,Boston Beer Company
Jeremiah Rhodes,Bankers Gold,Buzzards Bay Brewing Inc.
Jerome Frazier,Righteous Red,New Century Brewing Company
Olga Hudson,Righteous Red,Watch City Brewing
Vernon Blake,Samuel Adams Utopias MMIV,Cape Ann Brewing
Paul Brady,Samuel Adams Black Lager,Boston Beer Works
Jason Garrett,Massatucky Brown,John Harvard's Brew House - Framingham
Sean Guerrero,Ipswich IPA,Paper City Brewing Company
Iva White,Samuel Adams Hallertau Imperial Pilsner,New Century Brewing Company
Devin Sparks,Samuel Adams White Ale,Paper City Brewing Company
Paul Gutierrez,Classic Stout,Watch City Brewing
Madge Flowers,Harpoon Winter Warmer,Watch City Brewing
Mike Webster,Hercules Stong Ale,Boston Beer Works
Steve Fields,Harpoon Munich Dark,New Century Brewing Company
Lora Craig,Samuel Adams Old Fezziwig Ale,Element Brewing Company
Mollie Simmons,Samuel Adams Utopias MMIV,John Harvard's Brew House - Framingham
Leila Nichols,Samuel Adams Summer Ale,Element Brewing Company
Eula Alvarez,Two Sisters Imperial Stout,Commonwealth Brewing #1
Adrian Berry,Bankers Gold,New Century Brewing Company
Gordon Delgado,Samuel Adams Boston Lager,Cambridge Brewing
Lewis Fowler,Samuel Adams Noble Pils,Wachusetts Brewing Company
Gilbert Alexander,Samuel Adams Summer Ale,Mercury Brewing Company
Myra Morales,Righteous Red,John Harvard's Brew House - Framingham
Stella Brewer,Lewmeister Oktoberfest,John Harvard's Brew House - Framingham
Landon Hanson,Samuel Adams Boston Ale,Boston Beer Company
Louis Rodriquez,Honey Pilsner,John Harvard's Brew House - Harvard Square
Leo Mills,Harpoon Brown Session Ale,Boston Beer Works
Catherine Washington,Classic Stout,Watch City Brewing
James Rios,Two Sisters Imperial Stout,Mercury Brewing Company
Bessie Gray,Samuel Adams Chocolate Bock,John Harvard's Brew House - Framingham
Dorothy Walsh,Samuel Adams Noble Pils,Cape Ann Brewing
Leila King,Samuel Adams Boston Ale,Cambridge Brewing
Rachel Matthews,UFO Raspberry Hefeweizen,John Harvard's Brew House - Framingham
Jessie Diaz,Famous Porter,Boston Beer Company
Lenora Gross,Samuel Adams Old Fezziwig Ale,Cambridge Brewing
Elva Peterson,Samuel Adams Honey Porter,John Harvard's Brew House - Harvard Square
Josephine Fleming,Longshot Hazelnut Brown,Mercury Brewing Company
Elizabeth Cooper,Olde Buzzard Lager,Boston Beer Company
